event.id,coords.x1,coords.x2,distToRoad
283176155,324461.83306752,5948156.92093134,1301.44138151088
283176156,324473.730342193,5948174.29619027,1283.62514552089
283176157,324484.297844499,5948156.08156374,1301.42361787463
283176158,324473.065455779,5948156.5012341,1301.43251313355
283176159,324484.962688322,5948173.87652064,1283.61625115714
283176160,324473.730342193,5948174.29619027,1283.62514552089
283176161,324463.204485104,5948193.62302736,1264.71368349353
283176162,324473.065455779,5948156.5012341,1301.43251313355
283176163,324483.59144945,5948137.17442244,1320.34394454122
283176164,324484.297844499,5948156.08156374,1301.42361787463
283176165,324484.297844499,5948156.08156374,1301.42361787463
283176166,332642.687484206,5943793.6407119,309.56766305178
283176167,332701.542198885,5943586.6415041,107.76940455778
283176168,332701.542198885,5943586.6415041,107.76940455778
283176169,327877.33629649,5946861.16587007,38.6158861558182
283176170,322643.178519834,5942915.95141974,247.127734244656
283176171,327511.611217974,5938391.6393784,94.3076298541033
283176172,326886.639566107,5939119.51697261,660.335098369182
283176173,325867.356319207,5938749.46334685,121.747000277572
283176174,326142.910055264,5940521.20295594,1618.06743172789
283176175,335883.980131297,5935141.7184839,121.728683687656
283176176,335894.243067335,5934788.3631597,261.583545032941
283176177,335859.837432903,5934752.81248072,228.484072072149
283176178,335847.296649434,5934716.50129962,217.262652024275
283176179,335870.438736875,5934752.44369793,239.091778849981
283176180,335859.837432903,5934752.81248072,228.484072072149
283176181,335870.438736875,5934752.44369793,239.091778849981
283176182,335859.837432903,5934752.81248072,228.484072072149
283176183,335859.837432903,5934752.81248072,228.484072072149
283176184,335859.837432903,5934752.81248072,228.484072072149
283176185,335859.837432903,5934752.81248072,228.484072072149
283176186,335859.837432903,5934752.81248072,228.484072072149
283176187,335859.179681243,5934733.90485368,228.509497533818
283176188,335861.114249111,5934789.5155227,228.434720876722
283176189,335948.618183259,5934768.65533141,316.634842474284
283176190,335959.224672387,5934749.356078,327.931304060284
283176191,331563.652847976,5937373.1150207,357.022541996554
283176192,331802.471689308,5946830.41766415,632.135533611299
283176193,321641.068218462,5948503.74598948,715.012226623323
283176194,326931.24353839,5946041.70244331,672.637357426786
283176195,331048.113091627,5960165.72881987,2511.11776252556
283176196,327923.802148597,5964028.36897635,466.306690275197
283176197,325790.623996042,5947698.72252735,528.626083154925
283176198,323119.058413358,5946462.03481099,96.2751638448301
283176199,322863.811051215,5946415.95915108,157.017904144236
283176200,322864.523553856,5946434.86614505,157.03084772049
283176201,322762.567581558,5946364.08771606,256.198100866764
283176202,322762.567581558,5946364.08771606,256.198100866764
283176203,322751.330823789,5946364.51141655,267.442841496679
283176204,322763.280478785,5946382.99470191,256.210649835932
283176205,322751.330823789,5946364.51141655,267.442841496679
283176206,322773.856208644,5946382.59595028,245.627407635094
283176207,322751.330823789,5946364.51141655,267.442841496679
283176208,322751.330823789,5946364.51141655,267.442841496679
283176209,322751.330823789,5946364.51141655,267.442841496679
283176210,322762.567581558,5946364.08771606,256.198100866764
283176211,322740.094066484,5946364.93514392,278.687582693954
283176212,322772.430500929,5946344.78197754,245.602222982291
283176213,324027.734287836,5942140.04886286,39.8129709485156
283176214,322818.186177744,5941405.80078212,17.6238675463888
283176215,322817.474667658,5941386.89389067,17.54787404291
283176216,324298.416308456,5946139.36884001,728.789938577525
283176217,331281.459023269,5948593.06231651,48.9306419255331
283176218,331280.140643606,5948556.35929977,48.8227287199376
283176219,323572.680464044,5946203.30374281,559.483798387434
283176220,327595.239240975,5943678.55905616,209.492306272352
283176221,340853.767134013,5938256.28424333,79.6579657501828
283176222,334728.803317094,5932138.65474186,74.0017335828191
283176223,335929.305688089,5934842.82171468,294.656818703293
283176224,335929.305688089,5934842.82171468,294.656818703293
283176225,335906.778354551,5934843.60513368,272.115887742738
283176226,335939.288009825,5934824.65766387,305.288528168208
283176227,335939.906786812,5934842.45308416,305.264314868312
283176228,335950.55172015,5934824.2660194,316.559034827682
283176229,335951.170454617,5934842.06144036,316.534779011222
283176230,335950.55172015,5934824.2660194,316.559034827682
283176231,335939.288009825,5934824.65766387,305.288528168208
283176232,335939.906786812,5934842.45308416,305.264314868312
283176233,335950.55172015,5934824.2660194,316.559034827682
283176234,335927.371889231,5934787.21102953,294.732364451621
283176235,335905.501870495,5934806.90208382,272.165571158251
283176236,335914.831701335,5934750.89967894,283.511545709366
283176237,335892.96650906,5934751.66011366,261.633154139702
283176238,333865.10193396,5939647.8123482,313.604081731366
283176239,330066.246463763,5940896.96570264,889.034019706329
283176240,323130.294919976,5946461.61198502,107.519619977732
283176241,325430.887468317,5944853.15442679,513.573501562134
283176242,334473.624693875,5948776.81812797,1826.8052183042
283176243,332110.982910612,5944350.46789091,776.205092135528
283176244,331750.355965485,5947537.21631966,554.755072817359
283176245,331268.230326341,5948537.85512272,37.528789966943
283176246,331280.140643606,5948556.35929977,48.8227287199376
283176247,331268.230326341,5948537.85512272,37.528789966943
283176248,331279.461480528,5948537.45168572,48.7671392493748
283176249,331301.263134037,5948536.66862003,70.5827571786217
283176250,331279.461480528,5948537.45168572,48.7671392493748
283176251,331312.494289525,5948536.26526208,81.8211051557556
283176252,331290.031978991,5948537.07200486,59.344408757622
283176253,331280.140643606,5948556.35929977,48.8227287199376
283176254,331268.230326341,5948537.85512272,37.528789966943
283176255,331278.822269588,5948519.65628466,48.7148211023566
283176256,331268.909534671,5948556.76273603,37.584424689245
283176257,331268.230326341,5948537.85512272,37.528789966943
283176258,331257.678426178,5948557.16619917,26.3461202149226
283176259,331279.461480528,5948537.45168572,48.7671392493748
283176260,331280.140643606,5948556.35929977,48.8227287199376
283176261,331280.140643606,5948556.35929977,48.8227287199376
283176262,331279.461480528,5948537.45168572,48.7671392493748
283176263,331280.140643606,5948556.35929977,48.8227287199376
283176264,331257.678426178,5948557.16619917,26.3461202149226
283176265,331749.678920474,5947518.30869509,554.755213843275
283176266,331280.140643606,5948556.35929977,48.8227287199376
283176267,331280.140643606,5948556.35929977,48.8227287199376
283176268,331290.031978991,5948537.07200486,59.344408757622
283176269,331761.589490299,5947536.81408215,565.995796760251
283176270,331280.140643606,5948556.35929977,48.8227287199376
283176271,326443.868247799,5948974.24807314,77.9224524416509
283176272,324613.849533855,5948967.61189927,485.543899520865
283176273,324623.713341267,5948948.31002746,504.455656579598
283176274,324623.713341267,5948948.31002746,504.455656579598
283176275,324613.849533855,5948967.61189927,485.543899520865
283176276,324613.143470953,5948948.70473282,504.464238658453
283176277,324612.478942585,5948930.90975302,522.271616228427
283176278,324623.713341267,5948948.31002746,504.455656579598
283176279,324613.849533855,5948967.61189927,485.543899520865
283176280,324603.325202066,5948986.93846514,466.632650365168
283176281,324634.279383238,5948930.09569789,522.253887862688
283176282,324623.713341267,5948948.31002746,504.455656579598
283176283,324624.419361575,5948967.21719464,485.535318337334
283176284,325899.186048213,5947360.58351217,407.603391823425
283176285,326342.418650096,5947715.04810575,22.1840685659163
283176286,326305.862559837,5947030.35343843,11.0356467013232
283176287,323130.294919976,5946461.61198502,107.519619977732
283176288,323105.72917165,5946406.84880747,85.0716367717776
283176289,323107.821907203,5946462.45766384,85.0307071436019
283176290,324625.892848941,5944270.55444131,1126.26832795946
283176291,323963.628434662,5946337.88845915,914.47666621126
283176292,331320.428734697,5948462.4796175,92.1832516048976
283176293,331977.027916522,5947696.15058864,775.59311805162
283176294,320547.077376775,5947283.48811197,2171.54595639206
283176295,322716.935666649,5946031.68138939,289.051508711664
283176296,322984.523523862,5947283.48173877,69.6563001830572
283176297,322985.947967543,5947321.2957783,69.6827505016771
283176298,323007.756034254,5947320.47432377,47.8592235863569
283176299,322985.235744917,5947302.38875832,69.6695261193707
283176300,323007.756034254,5947320.47432377,47.8592235863569
283176301,322941.670988988,5947322.96389157,113.991129909699
283176302,322996.470248556,5947301.96557135,58.4270576504513
283176303,322986.618296156,5947339.09062102,69.6951955595496
283176304,322975.383880817,5947339.51383336,80.9375767666531
283176305,322975.383880817,5947339.51383336,80.9375767666531
283176306,322985.947967543,5947321.2957783,69.6827505016771
283176307,322996.470248556,5947301.96557135,58.4270576504513
283176308,322997.182425934,5947320.8725921,58.440327278147
283176309,322944.725433161,5946226.91367129,68.9147336930431
283176310,324063.442392776,5946351.97133736,932.332898044467
283176311,331268.909534671,5948556.76273603,37.584424689245
283176312,331140.013656118,5948338.66492314,60.1690937685896
283176313,325351.000080629,5946267.20355597,896.431250610418
283176314,327595.239240975,5943678.55905616,209.492306272352
283176315,331211.397561334,5948484.21461641,17.5050768256702
283176316,331280.140643606,5948556.35929977,48.8227287199376
283176317,331280.140643606,5948556.35929977,48.8227287199376
283176318,324533.108926802,5948878.18747091,577.981726589089
283176319,324521.878267506,5948878.60705946,577.99063765672
283176320,324533.108926802,5948878.18747091,577.981726589089
283176321,324533.108926802,5948878.18747091,577.981726589089
283176322,324533.108926802,5948878.18747091,577.981726589089
283176323,324533.108926802,5948878.18747091,577.981726589089
283176324,324543.633265045,5948858.86074942,596.893131013302
283176325,324521.878267506,5948878.60705946,577.99063765672
283176326,324521.878267506,5948878.60705946,577.99063765672
283176327,324522.543127307,5948896.40203234,560.183254368541
283176328,324521.878267506,5948878.60705946,577.99063765672
283176329,327790.592906046,5949314.4673767,1409.30618700628
283176330,328091.97389951,5948820.0830924,1517.29065100794
283176331,328672.279512408,5947500.3266922,757.116450342617
283176332,331280.140643606,5948556.35929977,48.8227287199376
283176333,331280.140643606,5948556.35929977,48.8227287199376
283176334,327171.817533922,5945383.56722974,79.4994431653792
283176335,326226.454222849,5943375.87430078,655.335084274989
283176336,327211.658467186,5944954.4444972,184.658494419203
283176337,331557.685209202,5948917.24166215,314.321625370073
283176338,331739.783236651,5947537.59492071,544.175567453346
283176339,326613.480269402,5949375.6013732,230.63009875269
283176340,326624.049088196,5949375.21115163,241.206117912687
283176341,324304.799685991,5948663.97440449,804.721012805901
283176342,324269.686307313,5948609.60091676,861.248801417329
283176343,324503.31822219,5948080.75060238,1375.97461005987
283176344,324513.844534796,5948061.42386614,1394.88595394654
283176345,324514.55079061,5948080.33100804,1375.96563198556
283176346,324492.792002107,5948100.07736438,1357.06323690206
283176347,324546.881636497,5948060.18991868,1393.61143145755
283176348,324481.513825982,5948081.56518578,1375.99196134645
283176349,324503.31822219,5948080.75060238,1375.97461005987
283176350,331280.140643606,5948556.35929977,48.8227287199376
283176351,331279.461480528,5948537.45168572,48.7671392493748
283176352,331291.390221465,5948574.88723479,59.4555040019341
283176353,331290.711099479,5948555.97961961,59.3999556383947
283176354,329599.823628499,5945999.90008659,88.632581621276
283176355,326613.480269402,5949375.6013732,230.63009875269
283176356,331280.140643606,5948556.35929977,48.8227287199376
283176357,331456.864679523,5949793.95799928,184.658859110622
283176358,328423.36062026,5948529.54410428,1176.3843724345
283176359,331319.749754614,5948443.57200268,92.1278450559593
283176360,331290.711099479,5948555.97961961,59.3999556383947
283176361,331280.819808182,5948575.26691425,48.8783196735304
283176362,331281.459023269,5948593.06231651,48.9306419255331
283176363,331280.819808182,5948575.26691425,48.8783196735304
283176364,331281.459023269,5948593.06231651,48.9306419255331
