event.id,coords.x1,coords.x2,distToRoad
283170932,334208.287601854,5893275.65524271,3316.23830618726
283175836,249238.292082631,5887222.79989228,1034.87497381863
283175837,247613.654670831,5889518.80392044,710.148425763295
283175838,247613.654670831,5889518.80392044,710.148425763295
283175839,247624.362192653,5889518.23976338,699.426065233058
283175840,247624.362192653,5889518.23976338,699.426065233058
283175841,247624.362192653,5889518.23976338,699.426065233058
283175842,247614.650493743,5889537.70389962,710.178014864444
283175843,247624.362192653,5889518.23976338,699.426065233058
283175844,247624.362192653,5889518.23976338,699.426065233058
283175845,247634.801774325,5889499.85215547,688.005625236561
283175846,247614.650493743,5889537.70389962,710.178014864444
283175847,247613.654670831,5889518.80392044,710.148425763295
283175848,247582.185581352,5889558.36701843,743.714718689563
283175849,247624.362192653,5889518.23976338,699.426065233058
283175850,247590.90118879,5889520.00283384,732.933444375385
283175851,247813.422769861,5889285.3133603,498.023835961912
283175852,247812.486338488,5889267.52513023,497.995174090797
283175853,247802.714739636,5889285.87707909,508.74668040286
283175854,247802.714739636,5889285.87707909,508.74668040286
283175855,247651.03988372,5889591.52917627,676.758175928841
283175856,247635.738935195,5889517.64037278,688.033557989276
283175857,247635.738935195,5889517.64037278,688.033557989276
283175858,247636.734670789,5889536.54035397,688.063234389523
283175859,247630.219757546,5889629.41612166,699.60033594526
283175860,247612.717427779,5889501.01570503,710.120575173938
283175861,247625.357973229,5889537.13974353,699.455696661122
283175862,247625.357973229,5889537.13974353,699.455696661122
283175863,247613.654670831,5889518.80392044,710.148425763295
283175864,247648.11136897,5889535.94099148,676.670772963935
283175865,247625.357973229,5889537.13974353,699.455696661122
283175866,247636.734670789,5889536.54035397,688.063234389523
283175867,247636.734670789,5889536.54035397,688.063234389523
283175868,247636.734670789,5889536.54035397,688.063234389523
283175869,247636.734670789,5889536.54035397,688.063234389523
283175870,247636.734670789,5889536.54035397,688.063234389523
283175871,247636.734670789,5889536.54035397,688.063234389523
283175872,247636.734670789,5889536.54035397,688.063234389523
283175873,247636.734670789,5889536.54035397,688.063234389523
283175874,247602.277929499,5889519.4033636,721.54093464676
283175875,247613.654670831,5889518.80392044,710.148425763295
283175876,247603.273797393,5889538.30334174,721.570478775705
283175877,244715.155689064,5906006.09833063,406.752692934089
283175878,255899.49549346,5922346.49806891,167.026988871213
283175879,260893.3690428,5927776.84813751,659.845714934423
283175880,277395.615887491,5928512.79253379,576.477232473863
283175881,308784.972837292,5930072.54024058,2706.07542579437
283175882,332270.058563669,5934544.9785939,86.8015902854097
283175883,332347.594305648,5934561.15443143,10.1962335496236
283175884,332347.594305648,5934561.15443143,10.1962335496236
283175885,332358.187085733,5934541.84682616,1.37165706966114
283175886,332346.922536322,5934542.24703547,9.89860440269537
283175887,332368.779958096,5934522.5392468,12.9396385182362
283175888,332368.779958096,5934522.5392468,12.9396385182362
283175889,332380.053565241,5934541.0700261,23.249220757847
283175890,332368.147792414,5934504.74405004,13.2198477822381
283175891,332368.779958096,5934522.5392468,12.9396385182362
283175892,332368.779958096,5934522.5392468,12.9396385182362
283175893,332368.779958096,5934522.5392468,12.9396385182362
283175894,332379.381930279,5934522.16262845,23.5469841790559
283175895,332391.318115928,5934540.66989596,34.5194794482448
283175896,332390.014442999,5934503.96729949,35.097579787065
283175897,332380.053565241,5934541.0700261,23.249220757847
283175898,334367.43855555,5933190.27976328,422.923042846222
283175899,340921.271568654,5915909.79482895,944.036446219449
283175900,333845.164245156,5912905.09373341,159.719640222737
283175901,322064.839499179,5915150.26323217,764.274001907958
283175902,340362.448289938,5903866.5364634,250.912325735086
283175903,357669.29839646,5898494.68575304,18.6209459996074
283175904,361140.823500998,5897241.41927989,301.024560157712
283175905,358135.846707668,5898072.24704262,83.6175014966182
283175906,358135.846707668,5898072.24704262,83.6175014966182
283175907,358069.642055588,5898093.1392155,80.2956066668704
283175908,358070.171011345,5898110.93508064,62.5485667006945
283175909,358070.171011345,5898110.93508064,62.5485667006945
283175910,358058.291768499,5898093.47659914,81.2121879406234
283175911,358069.08004132,5898074.23110923,99.1694690396192
283175912,358058.291768499,5898093.47659914,81.2121879406234
283175913,358070.171011345,5898110.93508064,62.5485667006945
283175914,358070.171011345,5898110.93508064,62.5485667006945
283175915,358058.291768499,5898093.47659914,81.2121879406234
283175916,358069.642055588,5898093.1392155,80.2956066668704
283175917,358057.729709257,5898074.56849346,100.066703682583
283175918,358059.382828275,5898130.18057031,44.6122438930681
283175919,358115.466171832,5898128.51376673,44.2249509442366
283175920,358115.466171832,5898128.51376673,44.2249509442366
283175921,359396.119389395,5897367.04601034,432.432366131719
283175922,359328.262118136,5897332.30822427,499.013040115939
283175923,357948.505652205,5899636.33438131,317.999412637275
283175924,356536.814992739,5908213.86823117,362.390999020902
283175925,345265.928251441,5910941.84407999,711.960193990284
283175926,345075.617828262,5910911.2985475,850.745467033302
283175927,355253.323035619,5899605.98942799,147.901414276822
283175928,355300.747520734,5899715.87711356,94.6030732373909
283175929,355266.801939563,5899697.98105413,86.3535533846595
283175930,355255.583085901,5899680.50916437,92.4529695329378
283175931,355256.122802355,5899698.30492338,79.211550983354
283175932,355233.429636849,5899698.99322495,64.0347359347642
283175933,355266.262262956,5899680.18529458,99.5949980666659
283175934,355256.122802355,5899698.30492338,79.211550983354
283175935,355266.262262956,5899680.18529458,99.5949980666659
283175936,355267.375347206,5899716.8890491,72.2845188692674
283175937,355256.122802355,5899698.30492338,79.211550983354
283175938,355266.801939563,5899697.98105413,86.3535533846595
283175939,355266.801939563,5899697.98105413,86.3535533846595
283175940,355256.122802355,5899698.30492338,79.211550983354
283175941,355255.583085901,5899680.50916437,92.4529695329378
283175942,355255.583085901,5899680.50916437,92.4529695329378
283175943,355211.977546039,5899718.56937764,35.2353293576738
283175944,355223.324082927,5899718.22516156,42.8237571358081
283175945,356390.417145764,5900406.57379434,138.115433241411
283175946,357311.164419604,5901399.78953401,616.86169913149
283175947,360049.597258675,5900278.92063792,138.746561811822
283175948,343741.448178183,5913923.31967806,52.3509630652813
283175949,342045.209324963,5917004.64018808,491.465253725902
283175950,342052.613039393,5917227.08293251,491.271058083798
283175951,342399.127408512,5917958.22839022,812.624129886167
283175952,348433.235845502,5919320.34568756,1902.68435934758
283175953,348501.484020424,5919373.83354527,1964.30244002874
283175954,348621.918262639,5919332.13275416,2088.50691963913
283175955,348522.211379553,5919335.31667545,1989.10306448084
283175956,348485.422138825,5919225.15456438,1968.85574143802
283175957,348450.408558578,5919170.60465129,1944.8585297465
283175958,348498.499186249,5919280.40547362,1972.86809776625
283175959,348489.579878505,5919355.28651069,1954.40870670468
283175960,348510.911268028,5919335.67765223,1977.83952838288
283175961,348500.879944189,5919354.92548225,1965.68023497771
283175962,348510.911268028,5919335.67765223,1977.83952838288
283175963,348510.342768128,5919317.88182848,1979.46282171946
283175964,348500.2758693,5919336.01741969,1967.23899438144
283175965,346622.149787907,5920250.36767215,37.1802456261014
283175966,346622.149787907,5920250.36767215,37.1802456261014
283175967,339221.925328439,5917508.09657294,954.144075329306
283175968,337862.249661474,5920578.63121275,783.599889224315
283175969,337700.420414749,5920399.32721552,932.729360654472
283175970,337190.644102343,5917817.87627298,511.895588592272
283175971,337190.033464473,5917800.08111828,511.893962751856
283175972,337235.196040101,5917816.34768829,556.473741472864
283175973,340479.035630896,5912992.89556848,356.621088049694
283175974,355156.005906577,5899701.34236058,12.2544004369893
283175975,355156.005906577,5899701.34236058,12.2544004369893
283175976,355109.05848324,5899629.29228809,36.9657527134107
283175977,355129.936674269,5899590.80768975,79.8342202329067
283175978,355108.484465334,5899610.38430363,51.0343851994391
283175979,355109.05848324,5899629.29228809,36.9657527134107
283175980,355109.598736562,5899647.08803858,23.7246872799724
283175981,355107.910448715,5899591.47631965,65.1030181608703
283175982,355109.05848324,5899629.29228809,36.9657527134107
283175983,355097.711730271,5899629.63677229,29.3769806765602
283175984,355120.405236569,5899628.94783088,44.5545043689345
283175985,355120.945447554,5899646.74358194,31.3134111689694
283175986,355120.405236569,5899628.94783088,44.5545043689345
283175987,355087.032433689,5899629.96101737,22.2345883761788
283175988,353575.023404506,5899342.12729186,192.646492669461
283175989,353118.095689376,5900060.87362196,286.104893428537
283175990,352845.517834166,5900255.19002582,564.088417796186
283175991,338019.333852291,5912834.4763219,215.069091151963
283175992,333836.948650587,5928161.08064054,69.1428092247254
283175993,331936.282724121,5927021.11691136,156.446329256477
283175994,331808.846430419,5927174.86797049,288.791166946575
283175995,331810.151470448,5927211.57019831,288.674470151247
283175996,324488.196415154,5940878.82904548,46.2997353679817
283175997,323712.059838223,5944323.64793341,770.022669928724
283175998,323700.818248391,5944324.06926431,758.773205804326
283175999,323701.526900038,5944342.97627542,758.807640057303
283176000,323723.348722328,5944342.15842386,780.644746864615
283176001,323757.078852575,5944358.71428585,813.763471030108
283176002,323701.526900038,5944342.97627542,758.807640057303
283176003,323734.590267822,5944341.73714594,791.894164790228
283176004,323702.193867724,5944360.7711098,758.840050180984
283176005,323701.526900038,5944342.97627542,758.807640057303
283176006,323690.952366156,5944361.19246609,747.590673359975
283176007,323690.285355898,5944343.39763244,747.558220665254
283176008,323723.348722328,5944342.15842386,780.644746864615
283176009,332460.430143407,5933684.08331993,134.338644490695
283176010,334531.17311568,5923960.89526515,724.997522035039
283176011,323677.642949422,5912826.01016741,792.383508904379
283176012,325844.525699981,5911928.6991814,345.197561773107
283176013,325833.872728019,5911929.08945925,355.857529443788
283176014,325794.24483509,5901723.01295214,21.3121144593904
283176015,321478.780110893,5897706.31206455,846.831633594277
283176016,321479.445211866,5897724.10588245,846.839445894976
283176017,321490.132951891,5897705.88772969,835.470866286264
283176018,321501.485793335,5897705.46342185,824.110099554606
283176019,321490.132951891,5897705.88772969,835.470866286264
283176020,321490.132951891,5897705.88772969,835.470866286264
283176021,321489.426328632,5897686.98179785,835.462519213038
283176022,321490.132951891,5897705.88772969,835.470866286264
283176023,321490.132951891,5897705.88772969,835.470866286264
283176024,321490.798010524,5897723.68154829,835.478720923658
283176025,321478.780110893,5897706.31206455,846.831633594277
283176026,321400.358379731,5897987.66115576,844.054488204808
283176027,321411.003557149,5897968.33068813,862.896121377594
283176028,321399.651336218,5897968.75522419,852.885082985266
283176029,329168.967782785,5909191.13020213,494.963632532115
283176030,331275.06234033,5909970.08477282,283.160768040051
283176031,320268.915844816,5917871.90154231,52.9507868726424
283176032,320261.098691062,5917946.81746932,63.6270924512288
283176033,333269.735074878,5911700.34876523,590.232778366586
283176034,332846.910891733,5928344.08123785,546.159343176163
283176035,331867.545653876,5938456.95284973,192.246947000005
283176036,331705.98622762,5938889.236327,234.418435574604
283176037,331292.164746839,5938124.49646312,268.573049950034
283176038,331300.116712973,5938031.78096729,184.129881095258
283176039,331277.604185894,5938032.58679114,177.208635918124
283176040,331278.281012033,5938051.49418901,195.213042481098
283176041,331277.604185894,5938032.58679114,177.208635918124
283176042,331277.604185894,5938032.58679114,177.208635918124
283176043,331267.010056109,5938032.9660396,173.951614579156
283176044,331276.927361252,5938013.67939369,159.204230273166
283176045,331255.753793638,5938033.3690172,170.491054100426
283176046,331277.604185894,5938032.58679114,177.208635918124
283176047,331266.333188929,5938014.05864284,155.947195075592
283176048,331300.116712973,5938031.78096729,184.129881095258
283176049,331267.010056109,5938032.9660396,173.951614579156
283176050,331300.116712973,5938031.78096729,184.129881095258
283176051,331300.116712973,5938031.78096729,184.129881095258
283176052,331304.097532992,5938143.00096971,290.037994971077
283176053,331304.097532992,5938143.00096971,290.037994971077
283176054,331304.097532992,5938143.00096971,290.037994971077
283176055,331182.945165733,5938166.2705307,256.973386284066
283176056,330064.92195855,5940860.26314999,889.065890879645
283176057,323713.435369752,5944360.3497804,770.0894265029
283176058,324976.952945518,5943329.74914055,1186.56628611247
283176059,323698.075973831,5942783.87258402,590.693301749296
283176060,323735.965631943,5944378.43899666,791.960753930122
283176061,323724.015607374,5944359.95325965,780.677074350453
283176062,323724.015607374,5944359.95325965,780.677074350453
283176063,323780.270204962,5944376.77893382,836.296344267556
283176064,323724.724174255,5944378.86027308,780.711423807429
283176065,323736.674155155,5944397.3460113,791.995059703853
283176066,323724.015607374,5944359.95325965,780.677074350453
283176067,323703.61117866,5944398.58513408,758.908926249317
283176068,323715.519519667,5944415.95864251,770.19058394768
283176069,323702.902522409,5944379.67812173,758.874487440641
283176070,323737.341001961,5944415.14084899,792.027348905572
283176071,323757.078852575,5944358.71428585,813.763471030108
283176072,323724.724174255,5944378.86027308,780.711423807429
283176073,323714.143979204,5944379.2567931,770.123818530859
283176074,327252.689011029,5943078.59520596,529.113760396135
283176075,330398.755958631,5943688.02412154,655.606046930541
283176076,329599.823628499,5945999.90008659,88.632581621276
283176077,321250.001669513,5938198.40939957,163.451665556299
283176078,329571.5971224,5944015.26325847,414.886976241959
283176079,326886.991715955,5939435.79073215,854.504543822447
283176080,339724.105108301,5932003.22415222,103.783002805654
283176081,325945.612571551,5942049.80815603,646.48201646197
283176082,325933.008465374,5942013.52198298,639.521856733559
283176083,325954.840886524,5942012.7147038,661.148639412924
283176084,325956.197905463,5942049.416762,657.036195495087
283176085,325944.954582191,5942032.0132192,648.251786442901
283176086,325956.896978098,5942068.32388351,655.710908498837
283176087,325956.896978098,5942068.32388351,655.710908498837
283176088,325945.612571551,5942049.80815603,646.48201646197
283176089,325945.612571551,5942049.80815603,646.48201646197
283176090,325955.539956159,5942031.62182449,658.77765226713
283176091,325955.539956159,5942031.62182449,658.77765226713
283176092,325945.612571551,5942049.80815603,646.48201646197
283176093,325956.197905463,5942049.416762,657.036195495087
283176094,325922.460663842,5942032.84501207,625.891787970502
283176095,325944.954582191,5942032.0132192,648.251786442901
283176096,325934.365654709,5942050.2240383,635.269598599341
283176097,322648.53767093,5939240.38518506,105.758179683341
283176098,322978.453126658,5929167.68101681,84.6863401968371
283176099,321149.316638977,5937292.28708203,98.0130078561493
283176100,327876.181291475,5940494.28852288,956.809358870419
283176101,328698.865273005,5941559.02626601,469.855939121347
283176102,323453.041369254,5941549.0130516,610.720894160115
283176103,328693.879742896,5943842.22908903,882.174512350023
283176104,323759.162485989,5944414.32315681,813.864111986344
283176105,323747.915568072,5944396.92476255,803.2443440972
283176106,323680.372129807,5944361.58906128,737.003024132933
283176107,323778.186846555,5944321.17006074,836.195978220173
283176108,323713.435369752,5944360.3497804,770.0894265029
283176109,323767.653639588,5944340.4982491,824.98068521249
283176110,323724.724174255,5944378.86027308,780.711423807429
283176111,323724.724174255,5944378.86027308,780.711423807429
283176112,323724.015607374,5944359.95325965,780.677074350453
283176113,323691.661066074,5944380.09947724,747.625155851539
283176114,323724.015607374,5944359.95325965,780.677074350453
283176115,323724.724174255,5944378.86027308,780.711423807429
283176116,323724.015607374,5944359.95325965,780.677074350453
283176117,323681.789616353,5944399.40308257,737.072075807301
283176118,323724.724174255,5944378.86027308,780.711423807429
283176119,323724.724174255,5944378.86027308,780.711423807429
283176120,323709.987841375,5942801.24612728,608.517270599524
283176121,326247.10510606,5944544.50117306,722.009914533925
283176122,326057.54909908,5934918.02304513,204.787367443832
283176123,323257.134935736,5940442.62523365,457.953858682534
283176124,323119.769901296,5946480.94182376,96.2612055905917
283176125,326286.718487671,5945007.45313842,326.904081606012
283176126,316229.218531604,5945185.91328387,533.732776482884
283176127,323119.769901296,5946480.94182376,96.2612055905917
283176128,322896.147594108,5946395.80683775,123.932468771416
283176129,322896.147594108,5946395.80683775,123.932468771416
283176130,322873.674243777,5946396.65362989,146.421761601905
283176131,322898.242798591,5946451.41565026,123.970929603615
283176132,322885.623331953,5946415.13721544,135.190147854067
283176133,322884.910918711,5946396.23022037,135.177114902777
283176134,322885.623331953,5946415.13721544,135.190147854067
283176135,322884.910918711,5946396.23022037,135.177114902777
283176136,322884.910918711,5946396.23022037,135.177114902777
283176137,322884.910918711,5946396.23022037,135.177114902777
283176138,322885.623331953,5946415.13721544,135.190147854067
283176139,322884.910918711,5946396.23022037,135.177114902777
283176140,322874.386702263,5946415.56062417,146.434749312611
283176141,322896.859962106,5946414.71383359,123.945546963478
283176142,322884.910918711,5946396.23022037,135.177114902777
283176143,326597.487008353,5949247.00141526,221.494510189159
283176144,328434.591927779,5948529.13386373,1165.14818688902
283176145,331443.667701858,5943594.78948353,68.2118197910093
283176146,328688.664852767,5947332.6773825,729.654450154052
283176147,323284.197796042,5949092.07618098,850.654264002281
283176148,333680.065891764,5953445.31572729,974.538490993462
283176149,336453.514422844,5967229.98623847,582.822356254325
283176150,333852.910287332,5960176.66206546,202.219610966413
283176151,326322.976990296,5948978.71708655,43.0513485122624
283176152,325276.701653424,5947829.17837007,1047.00754538979
283176153,324462.497996524,5948174.71588679,1283.63401300305
283176154,324484.297844499,5948156.08156374,1301.42361787463
